longitude,latitude,population,households,median_income,median_house_value,ocean_proximity
-121.96,37.71,3386.0,1062.0,7.2494,336500.0,<1H OCEAN
-122.24,37.76,1110.0,492.0,3.6719,229800.0,NEAR BAY
-122.34,37.94,786.0,411.0,1.681,145500.0,NEAR BAY
-121.56,39.52,358.0,197.0,1.7708,79500.0,INLAND
-122.02,37.94,1317.0,594.0,4.125,267100.0,NEAR BAY
-122.9,39.17,649.0,232.0,2.575,73600.0,INLAND
-122.07,37.66,2461.0,1042.0,3.875,179300.0,NEAR BAY
-122.11,37.64,854.0,301.0,5.2312,197600.0,NEAR BAY
-122.24,37.76,827.0,446.0,2.6833,240900.0,NEAR BAY
-121.79,39.73,2887.0,1077.0,3.0625,116300.0,INLAND
-122.09,37.91,3486.0,1380.0,7.0895,306900.0,NEAR BAY
-122.04,37.62,328.0,134.0,3.8125,204200.0,NEAR BAY
-122.27,37.8,1327.0,467.0,1.8477,179200.0,NEAR BAY
-122.28,37.85,1102.0,397.0,1.808,105500.0,NEAR BAY
-122.25,37.77,2086.0,1053.0,2.975,243400.0,NEAR BAY
-122.3,37.9,2420.0,1146.0,4.5824,256100.0,NEAR BAY
-122.27,37.85,1800.0,815.0,2.7054,182300.0,NEAR BAY
-121.96,37.51,3215.0,1086.0,4.4107,223500.0,<1H OCEAN
-122.15,37.73,317.0,143.0,4.9135,275000.0,NEAR BAY
-122.2,37.8,1059.0,399.0,3.8487,203300.0,NEAR BAY
-122.27,37.85,843.0,319.0,1.3785,142300.0,NEAR BAY
-122.2,37.81,1067.0,426.0,6.7851,323500.0,NEAR BAY
-122.29,37.86,815.0,372.0,1.9946,156900.0,NEAR BAY
-122.23,37.78,415.0,126.0,2.6429,71300.0,NEAR BAY
-122.25,37.77,1468.0,567.0,3.0161,215700.0,NEAR BAY
-122.06,37.7,821.0,315.0,4.6005,231600.0,NEAR BAY
-122.24,37.75,1499.0,797.0,4.8711,286600.0,NEAR BAY
-122.22,37.85,2031.0,956.0,5.457,337300.0,NEAR BAY
-122.08,37.68,1479.0,668.0,3.5295,242200.0,NEAR BAY
-122.25,37.81,895.0,613.0,2.5795,350000.0,NEAR BAY
-122.26,37.81,202.0,91.0,2.0062,125000.0,NEAR BAY
-122.27,37.8,396.0,85.0,1.2434,500001.0,NEAR BAY
-121.78,38.0,1094.0,396.0,5.3245,174500.0,INLAND
-121.81,39.7,2948.0,980.0,1.5863,81300.0,INLAND
-122.05,37.68,3827.0,1294.0,5.1701,216800.0,NEAR BAY
-122.25,37.8,1715.0,1015.0,2.9345,225000.0,NEAR BAY
-122.28,37.88,811.0,406.0,3.006,227900.0,NEAR BAY
-122.26,37.89,1205.0,504.0,6.6828,370900.0,NEAR BAY
-122.24,37.76,1128.0,522.0,3.0718,266700.0,NEAR BAY
-122.29,37.76,1243.0,663.0,5.1702,265400.0,NEAR BAY
-121.98,37.97,1232.0,409.0,5.9617,231100.0,INLAND
-122.09,37.68,1120.0,540.0,2.4042,205600.0,NEAR BAY
-122.28,37.82,701.0,233.0,1.6098,87500.0,NEAR BAY
-122.04,37.59,1116.0,273.0,5.3428,243600.0,NEAR BAY
-122.28,37.83,1623.0,765.0,2.6997,126900.0,NEAR BAY
-122.28,37.85,1054.0,466.0,2.2625,132900.0,NEAR BAY
-121.63,39.76,1151.0,490.0,2.8182,109700.0,INLAND
-122.14,37.72,288.0,132.0,3.5156,218900.0,NEAR BAY
-122.18,37.76,933.0,320.0,2.2917,107000.0,NEAR BAY
-122.02,37.56,2461.0,829.0,4.3594,223400.0,NEAR BAY
-122.13,37.72,976.0,392.0,3.8393,243500.0,NEAR BAY
-122.05,37.93,2957.0,1546.0,4.45,184900.0,NEAR BAY
-121.52,39.48,1364.0,468.0,2.0455,59400.0,INLAND
-121.95,37.54,1724.0,585.0,4.6641,248900.0,<1H OCEAN
-122.1,37.7,1413.0,595.0,4.3819,209200.0,NEAR BAY
-122.25,37.8,1710.0,644.0,1.6504,151800.0,NEAR BAY
-122.09,37.69,273.0,120.0,3.3125,150000.0,NEAR BAY
-122.32,37.97,991.0,300.0,4.6937,134100.0,NEAR BAY
-122.18,37.7,1398.0,525.0,3.3906,178900.0,NEAR BAY
-122.3,37.84,3100.0,2051.0,4.0018,143800.0,NEAR BAY
-121.94,37.56,2412.0,714.0,8.3996,442900.0,<1H OCEAN
-121.81,39.71,708.0,281.0,2.0288,116700.0,INLAND
-121.95,37.74,518.0,167.0,6.3325,250000.0,<1H OCEAN
-120.91,38.11,1800.0,598.0,3.636,133100.0,INLAND
-122.09,38.0,4377.0,1789.0,5.2015,204200.0,NEAR BAY
-121.91,37.69,1395.0,427.0,6.3132,259200.0,<1H OCEAN
-122.1,37.65,252.0,82.0,4.5303,175000.0,NEAR BAY
-122.08,37.65,3069.0,1299.0,2.7694,161900.0,NEAR BAY
-121.73,37.71,2595.0,1067.0,3.9864,200200.0,INLAND
-122.25,37.8,1335.0,773.0,1.3929,193800.0,NEAR BAY
-122.29,37.88,1034.0,475.0,3.1065,229200.0,NEAR BAY
-121.92,37.72,2302.0,687.0,5.347,219500.0,<1H OCEAN
-122.28,37.81,762.0,439.0,0.9241,177500.0,NEAR BAY
-122.25,37.89,987.0,450.0,7.5385,350000.0,NEAR BAY
-122.0,37.54,2023.0,749.0,5.1616,275100.0,<1H OCEAN
-122.1,37.67,2479.0,903.0,2.9564,150500.0,NEAR BAY
-122.08,37.7,1645.0,710.0,3.4934,209900.0,NEAR BAY
-121.58,39.76,733.0,318.0,1.7875,103800.0,INLAND
-122.17,37.77,912.0,322.0,3.3958,141900.0,NEAR BAY
-121.85,37.72,83.0,42.0,10.3203,400000.0,INLAND
-122.26,37.78,496.0,216.0,2.9213,190800.0,NEAR BAY
-122.23,37.82,556.0,179.0,8.7477,500001.0,NEAR BAY
-122.13,37.7,1333.0,544.0,3.4583,183700.0,NEAR BAY
-121.6,39.75,984.0,499.0,1.9766,92600.0,INLAND
-122.24,37.85,1366.0,496.0,9.3959,500001.0,NEAR BAY
-122.06,37.6,3174.0,817.0,5.8704,234400.0,NEAR BAY
-122.17,37.72,2139.0,789.0,4.0202,166300.0,NEAR BAY
-122.1,37.66,768.0,234.0,4.275,185300.0,NEAR BAY
-122.27,37.73,2973.0,1312.0,3.2689,231000.0,NEAR BAY
-121.99,37.55,4649.0,1903.0,2.9074,213800.0,<1H OCEAN
-122.27,37.81,183.0,56.0,1.1667,112500.0,NEAR BAY
-122.23,37.77,409.0,160.0,3.3214,189600.0,NEAR BAY
-121.95,37.78,5613.0,2579.0,6.3942,356700.0,<1H OCEAN
-122.25,37.82,1806.0,1022.0,2.6429,218500.0,NEAR BAY
-122.28,37.81,467.0,169.0,1.8088,118800.0,NEAR BAY
-122.26,37.78,528.0,208.0,3.3438,201300.0,NEAR BAY
-122.26,37.84,990.0,419.0,1.9911,158700.0,NEAR BAY
-122.24,37.82,1444.0,718.0,3.9,275700.0,NEAR BAY
-122.26,37.82,2048.0,1180.0,2.8345,183800.0,NEAR BAY
-122.03,37.69,83.0,31.0,6.5,340000.0,NEAR BAY
-121.93,37.53,2855.0,960.0,4.7478,243500.0,<1H OCEAN
-122.29,37.81,18.0,7.0,0.4999,67500.0,NEAR BAY
-122.26,37.84,345.0,174.0,2.6736,191300.0,NEAR BAY
-121.97,37.52,2530.0,894.0,5.0824,230900.0,<1H OCEAN
-121.73,38.0,3578.0,1272.0,5.0016,189100.0,INLAND
-122.06,37.9,2669.0,1554.0,2.6998,216100.0,NEAR BAY
-122.13,39.0,2435.0,747.0,2.2754,59200.0,INLAND
-122.13,37.76,1222.0,533.0,5.37,275400.0,NEAR BAY
-122.24,37.72,7427.0,2718.0,7.611,350700.0,NEAR BAY
-122.07,37.57,5019.0,1379.0,6.5615,318300.0,NEAR BAY
-121.6,39.83,1532.0,660.0,2.3079,95300.0,INLAND
-121.97,37.56,4518.0,1772.0,4.8052,254000.0,<1H OCEAN
-122.1,37.71,2723.0,1035.0,5.2131,252500.0,NEAR BAY
-121.89,37.99,928.0,461.0,4.1016,170500.0,INLAND
-121.97,37.96,877.0,313.0,4.7891,184800.0,INLAND
-122.03,37.55,4319.0,1404.0,6.992,284800.0,NEAR BAY
-120.54,38.75,1102.0,418.0,3.9812,136600.0,INLAND
-122.28,37.77,1901.0,966.0,3.75,242800.0,NEAR BAY
-122.25,37.85,413.0,193.0,4.0368,269700.0,NEAR BAY
-122.24,37.85,496.0,177.0,7.2574,352100.0,NEAR BAY
-122.29,37.8,492.0,147.0,2.6094,81300.0,NEAR BAY
-122.1,37.65,1185.0,501.0,4.5417,194400.0,NEAR BAY
-122.06,37.71,1478.0,529.0,4.635,248600.0,NEAR BAY
-121.9,37.67,3926.0,1229.0,7.4353,389800.0,<1H OCEAN
-122.29,37.82,86.0,23.0,6.1183,75000.0,NEAR BAY
-122.09,37.65,1414.0,634.0,2.8203,195200.0,NEAR BAY
-122.25,37.81,2563.0,1497.0,3.2177,273400.0,NEAR BAY
-122.25,37.79,742.0,196.0,2.6458,125000.0,NEAR BAY
-122.05,37.63,2240.0,792.0,3.2829,162500.0,NEAR BAY
-122.04,37.67,690.0,242.0,6.0501,254200.0,NEAR BAY
-121.87,39.82,2456.0,810.0,4.5032,159700.0,INLAND
-124.17,40.77,990.0,359.0,2.2227,81300.0,NEAR OCEAN
-119.76,36.75,1676.0,481.0,1.6548,49400.0,INLAND
-122.07,37.66,1255.0,587.0,2.6719,161200.0,NEAR BAY
-120.62,38.39,1444.0,603.0,2.7399,134800.0,INLAND
-122.09,37.97,2017.0,727.0,6.9961,294100.0,NEAR BAY
-121.84,37.99,2188.0,901.0,3.3625,126100.0,INLAND
-121.89,39.76,4591.0,1906.0,3.07,142600.0,INLAND
-122.27,37.77,849.0,457.0,2.7115,220800.0,NEAR BAY
-122.14,37.67,1635.0,557.0,4.7933,186900.0,NEAR BAY
-122.13,37.72,1006.0,444.0,3.524,186200.0,NEAR BAY
-122.07,37.59,2568.0,653.0,4.6211,151400.0,NEAR BAY
-122.06,37.63,3388.0,1289.0,3.8625,208900.0,NEAR BAY
-122.27,37.77,2690.0,1151.0,4.7695,291700.0,NEAR BAY
-122.14,37.74,440.0,192.0,4.0662,204200.0,NEAR BAY
-122.11,37.64,1907.0,746.0,3.6708,197900.0,NEAR BAY
-122.25,37.83,2558.0,1661.0,2.4234,218500.0,NEAR BAY
-122.29,37.81,377.0,122.0,0.9011,86100.0,NEAR BAY
-122.29,37.82,94.0,57.0,2.5625,60000.0,NEAR BAY
-122.26,37.85,910.0,402.0,3.2031,281500.0,NEAR BAY
-122.25,37.83,1786.0,1037.0,3.0897,234100.0,NEAR BAY
-121.9,37.66,3126.0,1115.0,6.4994,323000.0,INLAND
-122.03,37.97,865.0,336.0,3.25,151100.0,NEAR BAY
-122.07,37.98,2940.0,1468.0,4.0154,186100.0,NEAR BAY
-121.85,39.77,2446.0,1199.0,1.9362,89900.0,INLAND
-122.03,37.56,4446.0,1491.0,4.6978,240300.0,NEAR BAY
-122.1,37.66,599.0,206.0,3.7303,149700.0,NEAR BAY
-120.08,38.8,36.0,15.0,4.625,162500.0,INLAND
-122.04,37.94,2444.0,888.0,5.6292,231400.0,NEAR BAY
-121.82,39.76,2710.0,1149.0,3.0068,107300.0,INLAND
-120.76,38.47,607.0,240.0,3.5,123800.0,INLAND
-119.84,36.81,937.0,364.0,7.7062,188300.0,INLAND
-121.92,38.01,879.0,262.0,6.1237,166000.0,INLAND
-121.73,37.68,8768.0,3293.0,5.4496,238900.0,INLAND
-122.05,37.59,3163.0,1274.0,3.7462,212500.0,NEAR BAY
-120.79,38.54,495.0,187.0,2.05,68900.0,INLAND
-122.03,37.54,3038.0,870.0,5.0739,208000.0,NEAR BAY
-119.56,36.51,2157.0,770.0,2.5033,70100.0,INLAND
-122.09,38.02,1128.0,345.0,3.8824,113700.0,NEAR BAY
-121.77,39.66,1705.0,600.0,4.712,158600.0,INLAND
-122.11,37.7,1765.0,724.0,2.4206,137500.0,NEAR BAY
-121.85,39.73,2469.0,758.0,0.9393,88900.0,INLAND
-121.91,37.71,2038.0,671.0,5.7233,231800.0,<1H OCEAN
-122.07,37.52,7205.0,2753.0,6.0824,273500.0,NEAR BAY
-122.02,37.94,1465.0,623.0,4.2569,213100.0,NEAR BAY
-122.09,37.6,295.0,92.0,2.9706,147900.0,NEAR BAY
-122.13,38.0,1206.0,640.0,2.5481,150800.0,NEAR BAY
-121.88,37.67,1543.0,577.0,6.5214,311500.0,INLAND
-121.95,37.55,4552.0,1520.0,6.6478,333400.0,<1H OCEAN
-122.06,37.86,1512.0,986.0,4.4551,252400.0,NEAR BAY
-122.26,38.0,3326.0,872.0,6.2073,272900.0,NEAR BAY
-121.8,38.01,1088.0,447.0,2.2532,109400.0,INLAND
-121.86,39.76,4030.0,1667.0,2.0094,87300.0,INLAND
-122.12,37.7,1571.0,579.0,2.5833,159900.0,NEAR BAY
-121.78,39.71,84.0,29.0,2.125,179200.0,INLAND
-118.26,34.11,1445.0,503.0,3.6667,210900.0,<1H OCEAN
-121.52,39.51,1688.0,575.0,2.334,72200.0,INLAND
-121.89,38.02,1827.0,545.0,3.3371,94600.0,INLAND
-122.07,37.67,1039.0,394.0,3.875,165300.0,NEAR BAY
-121.82,37.73,51.0,21.0,4.3472,375000.0,INLAND
-122.05,37.57,6075.0,1797.0,6.1047,278200.0,NEAR BAY
-122.07,37.69,2999.0,1295.0,3.0964,190500.0,NEAR BAY
-121.55,39.51,684.0,310.0,2.0357,57600.0,INLAND
-119.97,38.93,388.0,108.0,3.1806,107200.0,INLAND
-121.75,37.71,5826.0,2125.0,4.8624,192400.0,INLAND
-121.71,37.99,2085.0,707.0,3.3558,129700.0,INLAND
-122.16,37.7,836.0,311.0,4.4375,193500.0,NEAR BAY
-115.98,33.32,63.0,24.0,1.4688,53800.0,INLAND
-122.08,37.87,680.0,531.0,2.4896,73400.0,NEAR BAY
-120.67,38.19,1387.0,564.0,2.0417,92600.0,INLAND
-121.79,37.66,6693.0,2232.0,5.98,245000.0,INLAND
-121.91,37.47,2759.0,760.0,6.868,337300.0,<1H OCEAN
-121.54,40.06,47.0,27.0,2.4028,67500.0,INLAND
-122.12,37.7,1849.0,750.0,2.679,144900.0,NEAR BAY
-120.55,38.45,767.0,356.0,2.5208,99100.0,INLAND
-121.99,37.56,2641.0,971.0,5.0,269700.0,<1H OCEAN
-121.98,37.58,2079.0,975.0,3.6832,216900.0,<1H OCEAN
-122.09,37.64,664.0,200.0,5.2838,172600.0,NEAR BAY
-121.87,37.57,2444.0,825.0,7.0691,393200.0,<1H OCEAN
-122.08,37.88,410.0,294.0,2.3971,99400.0,NEAR BAY
-121.8,37.7,2474.0,910.0,4.7361,216800.0,INLAND
-121.52,39.43,1079.0,374.0,2.3566,80400.0,INLAND
-119.02,35.38,129.0,63.0,1.1875,63800.0,INLAND
-121.54,39.48,1809.0,617.0,1.8047,53800.0,INLAND
-121.83,38.0,3838.0,1458.0,2.5495,103600.0,INLAND
-122.29,37.92,602.0,231.0,6.516,401000.0,NEAR BAY
-122.0,37.96,1980.0,678.0,3.7,179000.0,INLAND
-121.39,39.39,121.0,37.0,3.0208,60000.0,INLAND
-121.86,39.78,3628.0,1494.0,3.0905,117800.0,INLAND
-119.79,36.77,1144.0,471.0,2.3967,58700.0,INLAND
-122.02,37.97,1191.0,416.0,4.0,171000.0,NEAR BAY
-122.17,37.73,925.0,435.0,3.25,177500.0,NEAR BAY
-120.46,38.15,1516.0,697.0,2.3816,116000.0,INLAND
-122.07,37.64,2426.0,862.0,4.7083,190900.0,NEAR BAY
-122.07,37.58,1461.0,344.0,5.225,213700.0,NEAR BAY
-122.14,37.68,1489.0,607.0,3.6364,219200.0,NEAR BAY
-122.01,37.91,3645.0,1219.0,7.6877,367700.0,NEAR BAY
-122.06,37.58,4576.0,1348.0,5.6758,253400.0,NEAR BAY
-122.36,37.95,302.0,81.0,1.8333,69800.0,NEAR BAY
-121.97,37.93,1552.0,494.0,6.6134,307000.0,INLAND
-120.36,38.21,1480.0,609.0,2.8208,139900.0,INLAND
-121.99,37.53,2831.0,923.0,5.0423,222200.0,<1H OCEAN
-122.34,37.96,3408.0,1560.0,2.1991,133300.0,NEAR BAY
-122.28,37.9,1148.0,507.0,6.3538,333700.0,NEAR BAY
-121.96,37.53,1252.0,586.0,2.6198,235900.0,<1H OCEAN
-122.0,37.84,2777.0,908.0,9.5271,500001.0,<1H OCEAN
-122.02,37.89,2450.0,778.0,7.5,356200.0,NEAR BAY
-121.96,37.74,25.0,9.0,15.0001,350000.0,<1H OCEAN
-121.98,37.54,3386.0,1339.0,3.1326,220800.0,<1H OCEAN
-122.14,37.71,2197.0,1044.0,3.6932,166800.0,NEAR BAY
-121.57,39.48,145.0,40.0,0.8252,42500.0,INLAND
-122.17,37.72,1817.0,664.0,3.371,165000.0,NEAR BAY
-122.0,37.58,2071.0,688.0,5.8151,295600.0,<1H OCEAN
-121.99,37.54,1673.0,661.0,3.9444,240100.0,<1H OCEAN
-121.88,38.0,367.0,129.0,5.3098,151900.0,INLAND
-120.71,38.85,884.0,323.0,3.4688,120100.0,INLAND
-119.93,38.94,97.0,44.0,2.4917,200000.0,INLAND
-122.06,37.96,2959.0,1507.0,3.9816,182000.0,NEAR BAY
-119.74,36.85,4432.0,1778.0,3.9032,140800.0,INLAND
-121.97,37.55,3080.0,1182.0,3.168,189400.0,<1H OCEAN
-122.26,37.8,3469.0,2323.0,2.0096,130000.0,NEAR BAY
-122.08,37.89,1223.0,489.0,6.2924,283900.0,NEAR BAY
-122.07,37.67,1198.0,624.0,3.2417,210800.0,NEAR BAY
-119.82,36.76,924.0,542.0,1.4028,68500.0,INLAND
-122.24,38.01,1154.0,307.0,6.0102,235600.0,NEAR BAY
-122.17,39.31,1395.0,476.0,2.5625,62700.0,INLAND
-121.62,39.79,1456.0,658.0,2.5374,97200.0,INLAND
-119.29,35.76,3500.0,768.0,2.1295,59800.0,INLAND
-122.06,37.94,1896.0,893.0,2.5268,235700.0,NEAR BAY
-122.03,37.93,1773.0,615.0,6.0918,344800.0,NEAR BAY
-121.97,38.03,1939.0,649.0,3.7043,139800.0,INLAND
-122.04,37.53,2998.0,890.0,3.9667,218500.0,NEAR BAY
-121.82,39.73,1371.0,626.0,2.2925,85800.0,INLAND
-122.05,37.55,2357.0,823.0,5.1321,211300.0,NEAR BAY
-120.19,38.42,82.0,33.0,3.125,77500.0,INLAND
-121.96,37.54,2738.0,1108.0,3.9909,236000.0,<1H OCEAN
-121.84,39.74,1181.0,560.0,2.2621,85100.0,INLAND
-122.0,37.51,3223.0,1316.0,4.9867,181700.0,<1H OCEAN
-122.07,37.59,1680.0,528.0,4.825,222000.0,NEAR BAY
-122.0,37.86,3011.0,993.0,10.7372,500001.0,<1H OCEAN
-120.69,38.36,1252.0,566.0,2.7236,109900.0,INLAND
-119.94,38.92,235.0,96.0,4.6,136800.0,INLAND
-122.0,37.98,436.0,173.0,5.1118,226900.0,INLAND
-121.94,37.8,4089.0,1555.0,7.8287,369200.0,<1H OCEAN
-121.72,37.98,3523.0,1088.0,5.0468,168800.0,INLAND
-122.05,37.95,2804.0,1091.0,2.85,144600.0,NEAR BAY
-121.78,37.68,1392.0,680.0,3.0222,172500.0,INLAND
-121.89,37.68,3329.0,1136.0,6.3373,339700.0,<1H OCEAN
-121.93,37.71,2288.0,805.0,4.2281,206000.0,<1H OCEAN
-122.02,37.53,2216.0,681.0,5.7072,242200.0,NEAR BAY
-122.14,39.65,190.0,67.0,3.6429,87500.0,INLAND
-120.27,38.31,267.0,97.0,3.075,108300.0,INLAND
-120.95,38.79,1459.0,517.0,4.3981,202800.0,INLAND
-121.8,39.75,3264.0,1264.0,3.1125,122600.0,INLAND
-121.97,37.77,3221.0,947.0,7.2216,324600.0,<1H OCEAN
-121.96,37.84,2744.0,943.0,7.5139,398200.0,INLAND
-121.92,37.72,2937.0,1506.0,5.1437,299400.0,<1H OCEAN
-122.03,37.94,2214.0,737.0,5.5777,279300.0,NEAR BAY
-119.69,36.71,249.0,71.0,4.4583,108300.0,INLAND
-121.99,37.81,146.0,75.0,4.9018,188500.0,<1H OCEAN
-122.06,37.54,3526.0,1060.0,5.0838,248200.0,NEAR BAY
-122.28,37.84,1131.0,473.0,1.6424,108900.0,NEAR BAY
-122.04,37.58,8012.0,2606.0,5.6277,269800.0,NEAR BAY
-122.02,37.8,2286.0,896.0,7.6518,359300.0,NEAR BAY
-121.99,39.15,3266.0,1142.0,2.7137,72000.0,INLAND
-121.94,37.71,2484.0,970.0,5.0143,271100.0,<1H OCEAN
-122.29,37.81,392.0,127.0,1.7719,82500.0,NEAR BAY
-118.59,34.21,1986.0,645.0,2.9974,178800.0,<1H OCEAN
-122.12,37.65,86.0,25.0,2.375,137500.0,NEAR BAY
-122.03,38.01,1666.0,588.0,4.5707,175900.0,NEAR BAY
-120.65,38.28,1341.0,546.0,2.1382,104000.0,INLAND
-122.26,37.85,1212.0,620.0,1.9167,159200.0,NEAR BAY
-122.34,37.93,1672.0,584.0,1.4423,88300.0,NEAR BAY
-122.11,37.88,1602.0,606.0,6.4666,348200.0,NEAR BAY
-118.2,34.06,401.0,86.0,2.1029,109400.0,<1H OCEAN
-119.6,36.57,1347.0,436.0,2.5556,69700.0,INLAND
-118.53,34.22,2630.0,867.0,4.6607,199800.0,<1H OCEAN
-119.75,36.87,5226.0,1972.0,5.0941,143700.0,INLAND
-122.14,37.85,3371.0,1269.0,7.3267,389900.0,NEAR BAY
-121.96,37.95,1627.0,715.0,3.0859,167800.0,INLAND
-122.29,37.81,1823.0,611.0,0.9802,129200.0,NEAR BAY
-119.98,38.92,522.0,221.0,2.0708,89600.0,INLAND
-122.31,38.0,1708.0,633.0,4.621,191100.0,NEAR BAY
-121.89,37.69,2649.0,1241.0,3.62,139300.0,<1H OCEAN
-122.14,37.86,2415.0,1141.0,4.5744,314000.0,NEAR BAY
-121.93,37.78,114.0,49.0,3.1591,434700.0,<1H OCEAN
-121.58,39.83,1904.0,812.0,2.2419,93200.0,INLAND
-122.01,37.58,2629.0,721.0,5.7579,231800.0,NEAR BAY
-121.77,37.99,2429.0,716.0,5.4409,205100.0,INLAND
-122.04,37.57,3436.0,1057.0,5.2879,231200.0,NEAR BAY
-120.67,37.97,2233.0,930.0,2.6528,133000.0,INLAND
-122.05,37.97,65.0,19.0,6.1359,250000.0,NEAR BAY
-120.43,38.25,311.0,125.0,2.4583,112500.0,INLAND
-121.95,37.81,2823.0,907.0,9.0776,450400.0,<1H OCEAN
-122.04,37.97,3621.0,1735.0,2.5841,112500.0,NEAR BAY
-121.92,37.53,12203.0,3701.0,8.4045,451100.0,<1H OCEAN
-121.86,37.7,4389.0,1391.0,6.6827,313700.0,INLAND
-122.14,37.9,2099.0,732.0,10.3224,500001.0,NEAR BAY
-121.86,38.0,2239.0,849.0,3.5857,165200.0,INLAND
-122.12,37.91,1962.0,723.0,8.3678,455300.0,NEAR BAY
-121.84,37.66,4847.0,1950.0,5.6417,352900.0,INLAND
-122.12,38.0,3221.0,1334.0,4.2042,166400.0,NEAR BAY
-120.27,38.29,298.0,124.0,3.3542,103800.0,INLAND
-119.79,36.83,1232.0,627.0,2.2215,72200.0,INLAND
-122.01,37.57,8117.0,2847.0,5.8322,281800.0,NEAR BAY
-119.76,36.76,3786.0,917.0,1.4766,50600.0,INLAND
-118.3,34.07,7443.0,2406.0,1.8238,237500.0,<1H OCEAN
-115.5,32.75,822.0,64.0,3.4107,142500.0,INLAND
-115.56,32.96,1164.0,421.0,3.8177,107200.0,INLAND
-121.82,39.75,3316.0,1365.0,3.0253,111400.0,INLAND
-118.29,34.08,557.0,170.0,1.525,210000.0,<1H OCEAN
-121.98,37.95,2724.0,820.0,6.7371,267400.0,INLAND
-122.3,37.92,1524.0,614.0,6.0677,321600.0,NEAR BAY
-120.3,38.9,113.0,53.0,0.9227,95500.0,INLAND
-121.96,37.99,1606.0,698.0,2.9591,210100.0,INLAND
-122.34,37.97,1438.0,551.0,2.3382,120700.0,NEAR BAY
-122.12,37.85,1870.0,657.0,8.0074,454100.0,NEAR BAY
-121.77,37.65,1952.0,576.0,7.3588,327500.0,INLAND
-122.31,37.99,3259.0,1081.0,4.2348,157800.0,NEAR BAY
-118.59,35.72,98.0,48.0,1.4205,90000.0,INLAND
-121.95,38.03,3207.0,1012.0,4.0767,143100.0,INLAND
-122.2,37.96,2581.0,911.0,6.7741,310700.0,NEAR BAY
-119.45,36.6,247.0,99.0,2.5,73000.0,INLAND
-121.39,39.61,986.0,391.0,2.8871,94700.0,INLAND
-122.29,37.94,3637.0,1362.0,4.4387,190000.0,NEAR BAY
-121.85,37.68,1895.0,742.0,6.8132,282500.0,INLAND
-119.76,36.82,3056.0,1453.0,2.3375,99300.0,INLAND
-122.07,37.93,3264.0,1433.0,3.7433,252100.0,NEAR BAY
-119.73,36.83,1584.0,493.0,5.0828,111400.0,INLAND
-122.08,37.96,3748.0,1502.0,6.0859,266000.0,NEAR BAY
-122.29,38.0,2805.0,1016.0,4.025,173200.0,NEAR BAY
-121.86,38.04,188.0,54.0,1.3958,67500.0,INLAND
-122.08,37.9,1691.0,744.0,5.1097,288000.0,NEAR BAY
-122.04,37.9,2310.0,963.0,5.6986,275800.0,NEAR BAY
-122.07,37.64,5436.0,1463.0,2.5158,134900.0,NEAR BAY
-122.1,38.02,2086.0,776.0,3.6523,159700.0,NEAR BAY
-121.7,37.93,1779.0,558.0,4.6587,152500.0,INLAND
-119.43,36.61,1296.0,298.0,2.4219,65800.0,INLAND
-124.16,41.74,1532.0,530.0,2.1829,69500.0,NEAR OCEAN
-121.65,39.32,374.0,142.0,2.7891,73500.0,INLAND
-118.4,34.26,2560.0,853.0,4.2538,154300.0,<1H OCEAN
-119.82,36.79,3415.0,1224.0,1.6854,64700.0,INLAND
-121.72,38.0,4460.0,1293.0,4.9618,156500.0,INLAND
-122.1,37.89,1398.0,601.0,5.2079,310300.0,NEAR BAY
-121.7,39.36,1505.0,470.0,2.0474,56000.0,INLAND
-119.73,36.74,5561.0,1435.0,1.6073,64700.0,INLAND
-122.22,37.86,2401.0,1138.0,8.3014,358500.0,NEAR BAY
-122.05,37.9,1818.0,851.0,4.8088,321200.0,NEAR BAY
-121.82,38.01,587.0,247.0,2.6364,93500.0,INLAND
-121.36,39.52,1229.0,497.0,2.3917,85700.0,INLAND
-119.11,35.42,37.0,16.0,10.0263,200000.0,INLAND
-122.17,37.88,1393.0,506.0,7.6917,401800.0,NEAR BAY
-122.19,39.74,2111.0,809.0,2.3507,65600.0,INLAND
-121.46,39.54,1822.0,919.0,2.9562,142300.0,INLAND
-122.16,37.83,1480.0,650.0,7.52,370200.0,NEAR BAY
-119.77,36.78,1994.0,786.0,2.5434,67300.0,INLAND
-121.6,39.76,1157.0,556.0,1.8245,85500.0,INLAND
-121.99,37.77,3283.0,1286.0,5.1755,294800.0,<1H OCEAN
-119.08,35.39,3242.0,1030.0,5.575,132200.0,INLAND
-119.86,36.81,1804.0,837.0,3.3942,72100.0,INLAND
-118.51,34.28,1890.0,631.0,6.3911,301700.0,<1H OCEAN
-119.05,35.34,1933.0,912.0,2.6637,175000.0,INLAND
-122.31,37.91,681.0,348.0,2.7243,218100.0,NEAR BAY
