longitude,latitude,house_id
-121.6,37.9,1278
-120.6,34.91,17413
-118.17,33.77,8257
-121.46,38.56,12499
-119.85,34.4,17461
-118.38,33.86,8622
-119.88,34.43,17462
-117.18,32.95,14554
-118.06,34.1,6471
-122.41,37.64,16866
-118.38,33.85,8658
-117.95,33.92,10109
-118.29,34.1,4227
-117.9,34.53,9103
-118.4,33.9,8572
-118.35,34.11,4348
-119.54,36.61,2425
-121.62,38.96,19726
-117.83,33.93,10301
-118.48,34.22,3815
-117.93,33.75,11342
-123.84,40.28,2660
-118.75,34.26,20476
-118.04,33.95,6999
-117.39,34.09,13477
-121.87,37.21,18382
-120.42,34.94,17368
-117.86,33.71,10859
-118.44,34.03,5407
-117.29,33.13,15290
-121.25,37.92,16300
-121.82,37.81,1648
-118.28,34.25,3377
-118.49,34.03,8896
-122.65,38.24,19124
-118.14,33.76,8297
-117.26,34.17,13606
-118.43,34.15,4053
-118.37,34.04,5394
-122.22,37.46,17103
-118.49,34.02,8923
-117.35,34.5,13847
-118.35,33.87,8700
-118.11,33.91,7821
-119.73,36.73,2046
-117.22,34.12,13698
-122.18,37.81,141
-117.3,34.14,13577
-121.91,37.28,17639
-117.68,33.55,10507
-122.1,37.65,779
-118.31,33.8,8779
-117.19,34.03,13742
-117.06,32.58,14744
-115.54,32.97,2686
-122.26,38.0,1694
-122.45,37.78,15727
-117.24,33.2,15431
-122.24,37.81,157
-119.33,36.32,19921
-117.96,33.85,11138
-120.24,37.21,9628
-118.18,34.03,7187
-122.26,37.48,17047
-115.32,32.82,2693
-122.22,37.8,148
-121.66,36.89,9723
-117.66,33.48,10455
-118.2,33.96,7422
-117.34,34.13,13511
-117.35,34.16,13503
-121.39,38.58,12715
-117.75,34.1,5983
-121.07,39.22,10033
-122.05,37.35,18141
-118.39,33.96,5523
-122.27,37.84,25
-122.61,41.74,18835
-121.34,38.55,13080
-118.5,34.2,3906
-120.44,34.68,17458
-117.0,32.7,14977
-118.16,35.05,3144
-120.67,35.63,16606
-119.08,36.22,19966
-118.29,34.02,4948
-117.95,34.02,6279
-117.88,34.14,5944
-117.08,33.12,15553
-118.04,34.11,6447
-118.27,34.05,4603
-122.51,37.87,9412
-122.42,37.78,15743
-121.79,38.0,1291
-121.41,38.53,12573
-121.95,37.94,1665
-121.41,38.61,12701
-117.03,33.12,15568
-117.13,33.15,15485
-119.01,35.44,3080
-121.26,37.95,16264
-121.54,39.6,1153
-118.16,33.89,7848
-122.2,37.48,17077
-122.26,38.12,18904
-118.26,33.99,4939
-122.53,37.94,9368
-121.95,37.33,17945
-119.13,35.22,3007
-118.33,33.84,8705
-122.02,37.6,834
-117.01,32.74,14971
-119.85,36.97,9240
-118.15,33.86,7951
-121.32,38.62,12913
-118.19,34.05,4488
-121.93,37.05,18633
-118.17,33.91,7458
-119.65,36.62,2059
-121.26,37.98,16246
-118.29,34.05,4668
-118.29,33.75,5645
-118.13,34.15,6657
-119.27,36.32,19907
-118.27,33.99,4941
-117.81,34.08,5965
-119.09,36.35,19885
-121.4,38.49,12674
-117.06,33.78,12166
-117.26,32.95,14547
-117.03,32.69,14238
-121.38,36.84,13167
-119.55,36.51,2511
-121.95,36.6,9809
-121.58,39.15,20592
-118.68,34.27,20491
-118.05,34.1,6461
-117.93,33.85,11129
-120.03,38.89,1909
-118.34,33.87,8698
-117.7,34.07,13198
-118.2,34.02,4540
-118.16,33.9,7833
-117.67,33.51,10499
-118.45,34.31,3464
-118.25,33.97,7388
-122.03,37.0,18621
-121.77,36.71,9886
-121.33,38.62,12902
-117.07,33.15,15518
-124.16,40.78,2545
-118.18,33.87,7983
-118.0,34.16,6367
-121.59,39.15,20589
-118.28,34.1,4377
-118.25,33.92,7501
-121.81,38.01,1283
-117.01,32.75,14969
-117.09,32.63,14878
-121.29,38.15,16447
-122.7,38.34,19153
-121.82,37.26,18420
-117.27,32.82,14458
-117.02,32.74,15002
-121.76,36.83,9724
-117.59,33.93,12015
-119.81,36.73,1988
-119.57,37.94,20114
-122.03,37.37,18169
-122.09,37.65,769
-118.15,33.94,7741
-119.02,35.41,2818
-117.31,34.08,13648
-120.62,37.35,9563
-117.11,32.58,14800
-117.24,34.04,13673
-122.03,37.37,18182
-116.96,32.79,15068
-122.17,37.71,626
-117.0,32.74,14967
-119.87,36.76,2179
-117.04,32.63,14917
-121.46,38.53,12644
-117.33,34.07,13632
-121.91,36.61,9839
-118.14,33.77,8300
-117.18,32.74,14348
-122.38,37.73,15892
-118.43,34.29,5911
-117.27,34.42,13882
-121.32,38.0,16317
-120.08,36.79,2183
-117.34,33.21,15324
-122.12,37.69,700
-117.78,33.76,11008
-122.44,37.78,15724
-118.43,34.26,3433
-119.35,36.33,19870
-117.93,33.72,11402
-121.98,36.97,18645
-118.43,33.97,5539
-119.19,34.22,20253
-122.29,37.88,433
-122.08,37.72,583
-120.48,37.29,9614
-118.34,33.93,8419
-118.15,33.92,7750
-118.28,33.98,5086
-121.45,38.54,12560
-122.0,38.83,20577
-118.63,34.16,4007
-120.41,34.88,17360
-117.73,34.09,5997
-122.02,36.99,18515
-120.47,34.65,17420
-118.09,33.8,8178
-117.14,32.8,14656
-117.07,32.7,14192
-117.68,33.51,10534
-118.54,36.12,19976
-121.91,37.27,17638
-122.4,38.41,9952
-118.27,34.15,5772
-118.44,34.31,3458
-120.71,37.38,9547
-117.9,33.71,10885
-118.29,33.95,5163
-118.03,33.98,6973
-122.1,37.66,765
-118.06,34.08,6506
-121.55,39.48,1182
-118.27,33.83,7653
-118.19,33.92,7468
-121.67,37.13,18480
-118.06,33.83,11641
-117.26,33.09,15502
-117.78,34.05,6018
-117.71,33.61,10709
-120.0,35.91,3258
-117.23,32.86,14501
-118.36,33.93,8406
-117.18,32.8,14611
-117.17,32.71,14330
-119.18,34.21,20261
-117.67,33.6,10357
-121.66,36.67,9712
-117.89,33.76,10968
-121.09,37.61,19420
-121.95,36.59,9810
-121.92,37.33,17514
-122.26,37.77,553
-121.33,37.96,16229
-118.6,34.02,9032
-122.2,37.47,17085
-118.4,34.23,3671
-119.09,35.43,2828
-117.41,33.94,11938
-122.66,38.44,19172
-117.89,34.09,6085
-118.34,34.09,8820
-118.48,35.61,3094
-116.89,33.73,12224
-118.5,34.26,3537
-121.34,38.68,12882
-117.16,32.81,14601
-118.35,34.1,4256
-117.13,32.73,14297
-118.1,33.9,7765
-117.02,32.71,14202
-122.08,37.84,1618
-117.24,32.75,14394
-120.1,36.16,2478
-121.96,37.36,17907
-118.29,34.08,4341
-121.91,36.63,9831
-121.05,39.21,10043
-118.3,34.05,4821
-122.51,37.53,17183
-117.62,33.42,10419
-118.0,33.76,11538
-118.42,34.24,3611
-119.03,35.41,2819
-118.19,34.12,4146
-118.3,33.98,5080
-117.13,32.63,14804
-116.94,32.78,15050
-123.53,38.93,9500
-122.64,41.74,18836
-117.95,33.79,11287
-117.15,34.06,13750
-118.32,34.04,4751
-118.26,34.01,4906
-121.89,37.23,18389
-122.15,37.74,615
-121.42,37.71,16569
-121.94,37.53,893
-121.35,38.03,16346
-121.75,37.69,1007
-118.71,34.3,20500
-115.57,32.78,2749
-116.5,33.82,12345
-122.42,37.76,15817
-122.19,37.48,17080
-122.03,37.62,813
-117.91,33.79,11298
-121.81,38.84,20579
-118.26,33.91,7522
-122.82,38.38,19304
-120.08,39.23,11722
-119.02,35.35,2954
-117.28,33.89,12098
-118.21,34.64,9116
-118.23,33.98,7271
-118.05,34.17,6380
-117.41,33.96,11910
-118.14,34.07,6799
-122.1,37.63,790
-117.24,32.8,14437
-121.58,39.16,20594
-118.35,33.86,8703
-118.25,33.9,7594
-121.79,37.33,17722
-122.85,38.46,19331
-119.27,36.18,19962
-118.16,34.13,6719
-121.9,37.67,973
-118.08,34.56,9130
-122.01,36.95,18542
-123.17,39.18,9525
-119.19,36.06,20004
-118.08,33.89,7795
-119.08,35.32,2976
-121.42,38.62,12767
-122.17,37.74,332
-118.11,33.75,11506
-117.06,34.9,13809
-124.17,41.76,1858
-121.39,36.16,9785
-121.72,38.8,20580
-118.12,33.97,7701
-117.66,33.62,10385
-118.25,34.23,5696
-116.96,32.86,15110
-122.45,37.75,16004
-117.59,33.41,10443
-116.97,32.76,14954
-117.3,32.85,14464
-118.2,34.21,6583
-118.44,34.23,3638
-117.76,34.06,6011
-117.3,33.07,15270
-117.17,34.12,13716
-118.0,33.77,11574
-118.33,34.06,4605
-122.27,37.84,23
-118.29,33.72,5684
-118.27,33.95,5169
-117.88,34.0,6293
-121.3,38.03,16381
-119.28,36.32,19905
-122.25,37.87,460
-119.02,35.42,2809
-122.26,37.82,49
-122.08,37.66,760
-121.33,38.65,12896
-122.39,37.78,15786
-118.13,34.69,9056
-121.8,39.75,1077
-117.85,33.85,11120
-122.33,37.55,16947
-118.08,34.1,6752
-121.65,36.69,9693
-121.98,37.24,18057
-122.16,37.7,666
-118.18,37.35,2784
-117.96,33.87,10181
-122.42,37.8,15620
-122.38,40.67,18758
-123.16,39.1,9528
-122.43,37.79,15690
-118.16,33.92,7456
-119.69,36.75,2040
-121.42,37.74,16588
-119.81,36.76,2078
-121.9,38.03,1325
-118.2,34.05,4505
-116.2,33.63,12427
-119.82,36.72,2011
-122.31,37.92,1829
-124.14,41.06,2606
-118.52,34.39,9175
-118.04,33.93,7050
-118.19,33.89,7569
-121.22,38.67,13028
-121.23,38.66,12934
-121.87,37.27,18392
-122.24,37.47,17054
-118.25,33.94,5215
-117.23,33.68,12155
-121.82,37.38,17800
-118.39,33.79,8794
-122.05,38.26,18951
-118.07,33.86,7897
-117.23,34.12,13694
-120.05,36.72,2189
-117.05,33.13,15564
-119.91,36.83,2197
-117.43,34.08,13445
-119.68,36.31,3225
-122.3,37.9,392
-118.14,34.01,7234
-118.98,36.06,20038
-122.45,37.63,16843
-117.93,33.86,10231
-122.42,37.72,16174
-119.8,36.79,2274
-117.13,32.7,14277
-118.45,34.18,3848
-118.23,34.13,4184
-117.89,33.68,10846
-122.28,37.52,17017
-121.77,37.33,17720
-118.3,33.72,5679
-116.98,32.74,14945
-119.69,36.83,2333
-120.61,35.12,16693
-121.55,40.48,18807
-118.03,33.77,11579
-122.45,37.77,15751
-118.19,33.93,7464
-117.27,33.2,15425
-115.52,32.98,2679
-117.9,33.98,6341
-121.97,37.76,1568
-118.13,34.08,6804
-118.1,34.08,6874
-118.17,34.14,6713
-118.58,34.18,3975
-121.67,40.61,18806
-122.19,37.48,17074
-124.16,40.79,2568
-117.49,33.99,11979
-122.13,37.87,1603
-117.21,33.02,15233
-117.46,34.07,13412
-118.2,33.95,7428
-118.19,33.97,7363
-117.12,32.71,14279
-122.02,38.26,18970
-118.47,34.05,5285
-121.18,38.8,11752
-122.76,40.4,18795
-119.09,36.21,19970
-122.23,37.78,203
-119.01,35.31,3004
-120.85,37.77,19386
-122.0,37.12,18609
-118.08,33.85,7896
-120.91,38.98,11731
-120.71,40.13,11862
-118.24,34.05,4552
-119.69,36.75,2037
-117.28,34.17,13524
-118.23,33.91,7532
-120.48,34.9,17336
-118.26,34.17,5744
-122.3,37.97,1703
-122.32,37.91,1813
-117.33,34.12,13514
-118.28,34.05,4597
-117.91,33.81,11214
-117.03,32.65,14935
-121.71,39.42,1206
-117.99,33.84,11155
-118.52,34.44,9151
-121.98,37.3,17995
-122.09,37.66,749
-118.19,33.96,7444
-121.06,38.51,13044
-116.96,32.81,15097
-122.32,37.55,16946
-117.13,32.8,14663
-118.22,33.96,7410
-121.93,37.73,1545
-117.26,34.43,13883
-117.22,33.92,12133
-118.12,34.07,6840
-118.05,33.65,11470
-121.9,37.3,17592
-121.25,38.67,13000
-119.98,36.74,2186
-117.39,33.97,11903
-117.24,32.75,14395
-120.74,39.9,11846
-118.03,33.92,7057
-120.44,34.94,17399
-118.28,34.05,4595
-118.1,33.89,7812
-121.99,37.55,908
-117.2,33.58,12202
-120.85,37.07,9641
-121.65,39.16,19712
-118.56,34.03,5268
-118.49,34.02,8899
-117.56,34.42,13791
-121.29,37.96,16192
-122.07,37.36,18270
-118.33,33.72,5676
-122.16,37.45,17137
-118.38,34.09,8842
-118.29,34.09,4302
-117.69,33.48,10494
-118.27,33.92,7505
-121.14,38.16,16484
-118.0,34.12,6431
-119.18,34.16,20304
-122.4,37.8,15629
-121.96,37.34,17950
-118.13,34.09,6803
-117.16,32.91,14513
-122.27,37.86,484
-117.19,34.03,13741
-118.14,33.91,7828
-122.24,37.76,561
-122.31,40.55,18746
-121.93,37.22,18039
-119.34,36.62,2403
-118.92,35.13,3161
-121.91,36.98,18670
-118.26,34.1,4366
-118.41,34.04,5362
-118.19,34.11,4164
-118.31,33.89,8514
-118.08,33.88,7914
-118.27,34.07,4572
-121.28,38.14,16451
-118.0,33.71,11473
-119.28,34.45,20165
-119.76,36.83,2305
-122.3,37.9,389
-115.37,32.81,2696
-118.25,34.02,4882
-122.29,37.91,1842
-117.75,33.84,10330
-118.39,33.86,8652
-122.17,37.77,296
-118.23,34.0,7263
-121.07,38.66,1930
-118.07,33.81,11628
-122.88,38.46,19330
-118.71,34.3,20502
-122.79,40.75,19786
-117.31,33.11,15291
-117.17,32.72,14337
-118.49,34.16,4041
-117.91,33.73,10933
-122.26,37.77,545
-122.74,38.44,19268
-122.31,37.56,16973
-122.87,38.68,19354
-118.32,34.03,4785
-118.38,33.87,8616
-122.68,38.36,19162
-122.91,39.03,3278
-122.26,37.84,14
-121.27,38.12,16457
-118.85,34.21,20402
-118.01,34.05,6309
-117.05,32.57,14753
-117.27,34.09,13668
-121.28,38.67,13007
-122.33,37.53,16953
-122.41,37.79,15639
-121.71,38.72,20565
-119.0,36.07,20044
-122.35,37.58,16906
-121.53,38.48,12624
-122.09,37.37,18264
-118.16,33.91,7838
-118.25,33.87,7622
-121.97,37.35,17909
-117.21,34.11,13709
-118.34,33.92,8426
-117.07,33.12,15557
-118.12,34.1,6761
-116.84,33.02,15582
-117.84,33.84,11085
-121.46,38.56,12514
-118.1,33.92,7681
-116.91,33.71,12223
-117.3,33.06,15282
-117.56,33.89,12005
-117.92,33.94,10120
-118.55,34.2,3912
-118.41,34.02,5388
-119.69,36.43,2463
-118.18,33.77,8240
-117.13,32.74,14290
-117.18,32.83,14595
-118.41,34.21,3659
-120.59,37.39,9557
-119.61,36.31,3231
-122.42,37.62,16850
-121.87,39.74,1064
-118.28,34.08,4402
-117.03,32.72,14993
-122.69,38.44,19199
-119.45,36.48,19822
-118.42,33.9,8569
-118.24,34.13,5818
-120.62,37.35,9569
-117.3,34.1,13597
-118.39,33.86,8651
-118.11,33.91,7766
-122.45,37.71,15956
-117.96,34.04,6262
-117.07,32.67,14851
-122.01,37.37,18191
-118.15,34.2,6569
-122.48,37.78,16154
-122.48,37.78,16131
-120.37,37.98,20073
-121.89,37.39,17825
-121.89,37.29,17607
-119.65,36.34,3214
-122.83,38.99,3321
-121.27,38.67,13005
-119.73,36.73,2050
-118.37,34.06,4728
-117.05,34.89,13815
-120.97,37.66,19481
-119.33,35.59,3058
-119.8,36.78,2155
-122.03,37.87,1579
-117.28,32.83,14456
-122.16,37.74,381
-118.49,34.29,3473
-118.15,34.18,6629
-117.31,34.14,13542
-118.48,34.05,5290
-118.08,33.92,7670
-117.17,32.81,14597
-118.43,34.17,3769
-117.17,33.28,15369
-121.94,37.31,17578
-118.03,33.86,11649
-118.1,34.07,6878
-117.25,32.94,14549
-116.41,33.74,12393
-116.61,33.93,12322
-118.09,34.07,6872
-120.47,34.98,17386
-121.95,37.81,1590
-119.46,35.17,3024
-117.38,33.19,15310
-122.13,37.42,18304
-117.25,33.19,15446
-121.29,38.9,11801
-119.81,36.78,2162
-122.41,37.79,15657
-117.14,33.18,15533
-117.85,33.79,11050
-117.18,32.69,14810
-117.8,33.64,10724
-118.2,33.81,8087
-122.22,38.07,18876
-121.66,36.71,9691
-118.29,34.0,4978
-117.8,33.83,11039
-117.47,33.91,12039
-122.07,37.34,18276
-121.88,37.36,17504
-121.38,38.59,12714
-117.09,32.76,14101
-116.98,32.71,14978
-118.29,33.74,5651
-115.56,32.78,2741
-119.15,36.29,19891
-118.07,34.56,9129
-117.09,32.7,14240
-117.92,33.67,10839
-121.48,38.62,12820
-122.08,37.63,826
-117.29,34.1,13595
-122.23,37.48,17092
-121.92,36.63,9836
-122.46,37.72,16018
-122.79,39.02,3315
-118.24,34.15,5784
-118.07,33.9,7798
-118.29,34.07,4634
-121.82,37.36,17794
-117.8,33.69,10599
-121.99,36.98,18643
-117.12,32.77,14082
-117.23,32.88,14472
-122.66,38.48,19229
-122.02,37.94,1495
-118.25,33.96,7389
-117.53,33.92,12012
-120.4,37.92,20119
-118.2,34.13,4132
-117.12,32.78,14670
-117.11,33.74,12171
-122.13,37.73,645
-117.38,34.14,13424
-118.45,33.96,5560
-121.58,37.01,18485
-122.6,38.11,9280
-116.91,34.0,12299
-117.17,34.51,13837
-121.26,38.12,16471
-116.05,33.33,2762
-118.13,34.06,6843
-119.14,34.28,20187
-122.12,37.28,18366
-117.87,34.09,6083
-121.06,37.67,19430
-118.17,34.1,4454
-118.02,33.96,6984
-122.86,38.62,19344
-118.23,33.91,7531
-115.88,32.93,2764
-120.46,34.63,17435
-122.34,37.97,1732
-116.22,34.21,13912
-118.33,33.98,5034
-120.49,37.32,9583
-121.86,37.38,17824
-118.56,34.19,3925
-122.62,38.95,3300
-118.4,33.9,8571
-117.81,33.56,10645
-121.67,39.37,1195
-117.35,33.95,11900
-121.74,38.15,19057
-121.42,37.74,16572
-117.25,34.04,13674
-116.8,32.8,15606
-122.27,41.2,18858
-117.78,33.69,10591
-121.83,37.23,18402
-118.3,34.08,4336
-118.28,34.09,4380
-117.74,34.07,6027
-119.78,36.72,2023
-117.06,33.03,15174
-118.23,33.84,7619
-117.22,32.84,14474
-122.22,40.18,19753
-122.03,37.55,930
-117.09,32.9,15199
-118.13,33.9,7857
-117.18,32.92,14544
-117.33,34.13,13509
-118.49,34.22,3603
-118.29,34.09,4299
-119.3,34.27,20230
-122.41,37.78,15780
-121.88,37.41,17848
-117.83,33.65,10719
-118.16,34.11,6783
-118.11,34.08,6830
-117.11,33.12,15538
-117.09,33.12,15549
-120.74,39.82,11849
-121.2,37.83,16531
-117.05,32.68,14217
-120.67,35.5,16717
-118.11,33.83,8027
-119.7,34.43,17218
-118.18,33.82,8075
-118.21,33.89,7575
-118.29,33.73,5653
-121.24,37.95,16271
-122.42,37.6,16873
-117.66,35.62,3114
-118.3,34.05,4666
-120.61,37.35,9568
-117.29,33.83,12177
-122.24,37.82,109
-120.83,37.51,19667
-121.92,37.31,17582
-117.13,32.72,14286
-121.23,37.81,16547
-121.18,38.83,11795
-117.06,34.02,13779
-119.18,34.21,20262
-118.14,34.11,6731
-122.2,37.84,133
-118.11,33.89,7816
-119.34,35.6,3051
-117.7,34.05,13206
-122.43,37.71,15962
-119.02,35.39,2904
-118.36,34.03,4804
-120.09,37.02,9236
-118.1,33.91,7773
-118.19,34.12,4144
-117.88,33.71,10864
-122.19,37.77,313
-118.19,33.99,7302
-121.82,39.75,1075
-117.92,34.13,6120
-122.44,37.76,15801
-121.83,36.98,18684
-119.17,34.2,20259
-122.47,37.74,16014
-118.27,34.05,4589
-118.16,33.91,7457
-121.03,37.68,19450
-122.5,38.35,19088
-122.26,37.84,44
-118.15,33.87,7954
-122.02,37.34,18132
-121.3,37.96,16188
-117.25,33.65,12199
-117.13,32.91,14519
-118.47,34.05,5289
-121.58,39.14,20593
-118.39,34.09,8844
-118.16,34.02,7224
-117.22,34.44,13816
-122.65,38.25,19123
-120.1,39.19,11718
-122.28,37.78,539
-118.17,34.1,4455
-117.95,33.71,11409
-117.08,32.68,14849
-117.18,32.75,14007
-117.76,33.71,10567
-122.4,37.76,15868
-118.44,34.28,5916
-118.19,33.98,7317
-118.42,34.01,5436
-122.57,38.11,9276
-118.23,33.76,8223
-121.97,37.77,1569
-121.31,38.67,12974
-121.97,39.79,1095
-118.46,33.97,5494
-121.92,37.48,926
-118.65,36.57,19811
-120.91,37.74,19408
-122.03,37.34,18134
-119.84,34.45,17469
-122.83,38.98,3322
-117.9,33.61,10757
-122.3,37.93,1824
-119.31,36.34,19875
-122.43,37.72,15948
-117.26,32.98,15250
-114.61,34.83,13930
-117.33,34.08,13631
-121.0,37.26,9631
-118.42,34.02,5431
-117.68,33.54,10508
-119.28,34.27,20239
-117.64,34.06,13325
-120.4,34.87,17361
-122.04,37.34,18152
-117.73,34.12,5985
-118.2,33.79,8111
-117.03,32.95,15166
-117.89,33.92,10137
-118.06,34.12,6456
-122.14,38.16,18937
-121.99,37.82,1574
-119.44,36.6,2409
-121.32,38.54,13067
-117.68,33.6,10476
-122.28,38.3,9899
-118.04,34.11,6446
-118.34,34.2,5837
-120.04,36.93,9227
-119.01,35.28,3009
-118.07,33.97,7010
-118.86,34.19,20418
-120.64,37.7,19577
-119.78,34.48,17200
-118.44,34.02,5419
-120.83,37.5,19669
-122.04,38.0,1417
-117.86,34.09,6081
-118.1,34.17,6615
-118.36,33.99,8989
-122.46,37.66,16790
-121.13,38.87,11742
-122.24,40.19,19748
-121.9,38.72,20576
-121.92,36.61,9840
-119.26,34.28,20216
-116.97,32.78,15043
-121.0,37.65,19493
-117.05,33.1,15567
-120.45,34.97,17390
-122.09,37.41,18229
-118.66,34.02,9034
-117.76,33.48,10466
-118.12,34.01,7244
-117.14,32.7,14316
-116.56,33.05,15587
-122.42,37.78,15662
-117.21,34.08,13712
-119.07,36.07,20024
-117.57,33.88,12055
-119.93,38.72,1024
-117.27,34.1,13628
-117.01,34.89,13812
-121.36,39.52,1149
-119.77,36.78,2149
-117.14,32.93,14536
-117.1,34.21,13955
-122.68,38.46,19219
-121.8,36.72,9884
-122.47,37.51,17179
-117.7,33.62,10560
-118.52,34.05,5263
-121.29,38.59,13076
-122.19,37.79,279
-122.53,37.93,9363
-118.12,34.14,6701
-117.32,33.23,15331
-119.66,36.33,3221
-118.25,34.22,5702
-117.99,33.67,11464
-117.76,33.53,10681
-117.67,33.67,10571
-117.82,33.78,11035
-122.01,37.31,18108
-118.05,33.78,11610
-121.84,38.02,1288
-121.28,38.03,16378
-117.88,33.71,10866
-119.0,35.37,2893
-119.99,37.51,9437
-117.96,33.75,11334
-117.99,33.73,11483
-118.32,33.91,8474
-119.64,36.35,3207
-117.09,32.76,14160
-118.11,33.92,7685
-122.34,37.94,1776
-122.08,37.62,829
-119.08,36.02,20013
-117.12,32.96,15219
-117.85,33.62,10672
-117.12,32.7,14273
-120.37,40.17,3368
-117.05,33.01,15152
-118.31,33.81,8741
-122.02,37.6,833
-122.19,37.78,270
-122.45,40.85,18798
-118.09,34.11,6754
-117.7,33.63,10561
-122.21,37.82,142
-121.94,37.42,17891
-122.62,38.24,19093
-117.16,33.61,12203
-116.94,32.87,15148
-119.93,36.32,3178
-122.26,37.5,17041
-117.94,33.86,10197
-119.68,36.62,2062
-119.03,36.08,20030
-121.89,37.67,971
-122.92,39.05,3276
-122.44,37.8,15672
-117.79,34.12,5930
-122.49,37.74,16080
-117.88,33.89,10219
-122.15,37.73,638
-119.4,36.59,2386
-118.74,37.58,9675
-118.38,33.81,8767
-122.3,37.92,1832
-118.13,33.79,8191
-117.24,32.72,14374
-117.96,33.71,11408
-121.76,37.68,1014
-118.25,33.86,7623
-122.24,38.12,18897
-122.08,37.88,1607
-118.15,33.91,7837
-123.16,39.13,9527
-118.36,33.79,8788
-122.4,40.62,18717
-119.44,36.59,2418
-118.41,34.23,3614
-117.91,33.78,11299
-121.34,38.66,12888
-119.37,36.21,19950
-122.46,37.77,16143
-123.21,39.14,9523
-120.46,34.64,17436
-121.57,36.98,18487
-118.03,33.96,6996
-121.36,38.63,12744
-122.3,38.27,9936
-121.88,37.66,974
-122.41,37.66,16810
-122.25,37.86,492
-122.43,37.78,15746
-121.89,37.28,17658
-117.91,33.84,11199
-121.84,37.24,18403
-118.43,34.3,5907
-117.05,32.75,15005
-121.95,37.35,17937
-118.24,33.94,5229
-122.2,37.77,255
-118.57,34.15,4015
-118.33,34.11,4245
-118.11,33.74,11507
-118.18,33.86,7990
-122.02,37.4,17878
-121.82,36.95,18685
-118.28,33.92,7507
-118.37,33.82,8751
-117.99,33.88,11687
-118.04,34.04,6540
-117.88,33.6,10729
-121.83,37.26,18436
-117.12,32.75,14067
-122.22,37.77,248
-122.18,37.68,677
-116.94,33.74,12238
-117.27,32.85,14463
-121.55,39.51,1164
-117.07,32.57,14773
-118.22,33.94,7419
-122.02,37.33,18125
-117.86,34.13,5954
-118.02,33.72,11478
-119.01,35.36,2928
-118.14,33.76,8299
-122.67,38.43,19178
-121.52,39.51,1163
-122.05,37.68,708
-122.22,37.4,17167
-122.42,37.75,15842
-118.17,34.12,4141
-121.96,37.25,18023
-117.66,33.6,10350
-121.87,39.75,1062
-117.28,34.51,13853
-121.95,38.43,18995
-122.36,37.57,16910
-122.15,37.74,376
-118.87,34.2,20407
-119.07,35.34,2967
-121.31,38.58,13071
-121.34,38.66,12887
-122.19,37.76,316
-117.83,33.8,11027
-122.94,38.49,19332
-117.14,32.7,14317
-119.88,36.81,2198
-117.85,34.08,6073
-122.25,37.84,7
-118.42,34.19,3723
-118.27,33.95,5177
-121.8,37.35,17759
-118.31,34.0,4988
-118.96,35.39,2850
-117.92,34.06,6222
-117.87,34.15,5936
-118.2,34.14,4126
-122.28,37.51,17042
-117.62,34.11,13274
-117.29,33.19,15341
-118.28,34.03,4877
-122.11,37.05,18591
-122.36,37.96,1748
-118.41,33.93,8562
-117.28,34.14,13570
-117.24,33.23,15405
-120.47,34.7,17453
-117.1,34.03,13776
-118.37,34.06,4715
-119.16,34.27,20186
-121.02,39.25,10058
-122.79,38.42,19276
-117.94,33.88,10169
-117.04,32.81,14737
-117.13,34.24,13952
-120.99,37.64,19522
-118.26,33.93,5193
-122.38,40.2,19745
-121.37,38.56,13082
-117.14,32.74,14036
-121.3,38.66,12926
-117.85,34.09,6080
-119.67,36.8,2350
-117.94,33.94,10115
-118.99,35.37,2894
-118.12,34.17,6662
-122.28,37.81,77
-121.3,37.98,16244
-117.71,34.06,13203
-121.04,37.67,19436
-121.98,37.25,18053
-118.26,33.97,5137
-120.2,39.33,10070
-117.46,33.9,12040
-117.64,34.03,13349
-122.51,37.92,9370
-117.31,34.08,13651
-118.22,33.94,7416
-118.43,34.18,3855
-121.45,38.7,12829
-118.43,34.24,3633
-117.04,32.99,15156
-118.11,33.77,8310
-117.19,32.75,14009
-118.26,33.96,5156
-122.17,37.75,348
-118.05,33.85,11652
-122.8,38.18,9434
-121.63,39.78,1118
-122.07,37.39,18249
-122.08,37.36,18274
-122.93,40.78,19784
-119.29,36.34,19860
-117.94,34.03,6274
-122.31,40.49,18749
-122.24,38.13,18895
-117.62,34.08,13308
-121.3,38.13,16459
-117.62,33.43,10434
-122.02,36.98,18517
-121.3,37.94,16209
-118.85,34.23,20397
-118.14,34.71,9071
-121.9,36.6,9842
-122.21,37.77,256
-117.89,33.83,11087
-121.83,37.99,1309
-117.69,33.61,10366
-122.32,37.55,16945
-117.61,34.01,13362
-122.38,37.73,15891
-122.43,37.76,15800
-118.24,33.92,7494
-121.91,38.02,1358
-122.13,37.41,18301
-119.33,36.22,19957
-122.06,37.39,18212
-117.93,33.87,10229
-116.96,32.8,15085
-122.21,38.02,1668
-119.16,34.28,20184
-117.03,33.18,15514
-118.18,33.88,7961
-117.05,32.61,14912
-122.01,37.25,18062
-122.27,41.23,18857
-120.07,37.34,9440
-118.24,34.22,5720
-118.28,34.11,4370
-117.97,33.71,11424
-118.22,34.05,4494
-119.8,36.7,2021
-122.0,37.4,17882
-119.35,35.58,3053
-121.4,38.53,12686
-121.33,37.97,16231
-121.26,38.11,16474
-121.35,38.55,13089
